TITLE,SECTION,SUB,CLS,CAT,DEG,FULL LAW DESCRIPTION,UCR DESCRIPTION,UCR CODE,IBR CODE
LAB,461,01,E,F,0,Failure To Keep Record Of Explosive Transaction,All Other Offenses (Except Traffic),43,90Z
LAB,461,03,E,F,0,Failure To Notify Commissioner Of Out Of State Explosive Shipment,All Other Offenses (Except Traffic),43,90Z
LAB,462,,E,F,0,Violation Additional Regulations Concerning Explosives,All Other Offenses (Except Traffic),43,90Z
LL,079-A,,D,F,0,Lien Law Violation,All Other Offenses (Except Traffic),43,90Z
LL,079-A,,E,F,0,Lien Law Violation,All Other Offenses (Except Traffic),43,90Z
LOC,,,,F,0,General Violation Of Local Law,All Other Offenses (Except Traffic),43,90Z
LOC,,,,I,0,General Violation Of Local Law,All Other Offenses (Except Traffic),43,90Z
LOC,,,,M,0,Violation Of Local Law - Misdemeanor Offense,All Other Offenses (Except Traffic),43,90Z
LOC,,,,V,0,General Violation Of Local Law,All Other Offenses (Except Traffic),43,90Z
LOC,,,A,F,0,General Violation Of Local Law,All Other Offenses (Except Traffic),43,90Z
LOC,,,A,M,0,General Violation Of Local Law,All Other Offenses (Except Traffic),43,90Z
LOC,,,B,F,0,General Violation Of Local Law,All Other Offenses (Except Traffic),43,90Z
LOC,,,B,M,0,General Violation Of Local Law,All Other Offenses (Except Traffic),43,90Z
LOC,,,C,F,0,General Violation Of Local,All Other Offenses (Except Traffic),43,90Z
LOC,,,D,F,0,General Violation Of Local Law,All Other Offenses (Except Traffic),43,90Z
LOC,,,E,F,0,General Violation Of Local Law,All Other Offenses (Except Traffic),43,90Z
LOC,,,U,M,0,General Violation Of Local Law,All Other Offenses (Except Traffic),43,90Z
MIL,238-A,,E,F,0,Damaging Military/Naval Equipment/Stores,All Other Offenses (Except Traffic),43,90Z
MIL,238-A,01,E,F,0,Damaged Equipment Military Stores,All Other Offenses (Except Traffic),43,90Z
MIL,238-A,02,E,F,0,Damage Military Structure,All Other Offenses (Except Traffic),43,90Z
MIL,238-A,03,E,F,0,Damage Structure Used By Military,All Other Offenses (Except Traffic),43,90Z
MIL,238-A,04,E,F,0,Damage Military Machinery,All Other Offenses (Except Traffic),43,90Z
MIL,238-A,05,E,F,0,Damage Military Vehicle,All Other Offenses (Except Traffic),43,90Z
MIL,238-A,06,E,F,0,Damage Military Roadway,All Other Offenses (Except Traffic),43,90Z
MIL,238-A,07,E,F,0,Damage Defense Preparations,All Other Offenses (Except Traffic),43,90Z
MIL,238-A,08,E,F,0,Damage Military Plans,All Other Offenses (Except Traffic),43,90Z
MIL,238-B,,E,F,0,Seizure Military Stores/Ammo,All Other Offenses (Except Traffic),43,90Z
MIL,240,06,C,F,0,Use Weapon/Further Paramilitary Organ,All Other Offenses (Except Traffic),43,90Z
PHL,2803-D,07,U,M,0,Physical Abuse/Neglect/Mistreat,All Other Offenses (Except Traffic),43,90Z
PHL,2805-F,,E,F,0,Excess Admission/Care Charge,All Other Offenses (Except Traffic),43,90Z
PHL,2805-F,04,E,F,0,Excess Admission/Care Charge,All Other Offenses (Except Traffic),43,90Z
PHL,3310,,E,F,0,Illegal Manufacture/Distribution Narcotics,All Other Offenses (Except Traffic),43,90Z
PHL,3380,05,A,M,0,Illegal Use/Sale Nitrous Oxide,All Other Offenses (Except Traffic),43,90Z
PHL,3383,,A,M,0,Imitation Controlled Substance-1st Violation,All Other Offenses (Except Traffic),43,90Z
PHL,3383,,E,F,0,Imitation Controlled Substance-2nd Violation,All Other Offenses (Except Traffic),43,90Z
PHL,3383,02,A,M,0,Imitation Controlled Substance- Manufacture/Sell- 1st Violation,All Other Offenses (Except Traffic),43,90Z
PHL,3383,02,E,F,0,Imitation Controlled Substance- Manufacture/Sell-2nd Violation,All Other Offenses (Except Traffic),43,90Z
PHL,3383,03,A,M,0,Imitation Controlled Substance- Use Identifying Mark-1st Violation,All Other Offenses (Except Traffic),43,90Z
PHL,3383,03,E,F,0,Imitation Controlled Substance- Use Identifying Mark-2nd Violation,All Other Offenses (Except Traffic),43,90Z
PHL,4210-A,,E,F,0,Unlawful Dissection Of A Human Body,All Other Offenses (Except Traffic),43,90Z
PHL,4216,,D,F,0,Body Stealing:Remove Human Body/Body Part/tissue/organ,All Other Offenses (Except Traffic),43,90Z
PHL,4218,,D,F,0,Opening Graves:Remove Human Body/Body Part/tissue/organ,All Other Offenses (Except Traffic),43,90Z
PHL,4307,,E,F,0,Prohibited Sale Or Purchase Of Human Organs,All Other Offenses (Except Traffic),43,90Z
PL,100.00,,,V,5,Criminal Solicitation -5th Degree,All Other Offenses (Except Traffic),43,90Z
PL,100.05,,A,M,4,Criminal Solicitation -4th Degree,All Other Offenses (Except Traffic),43,90Z
PL,100.05,01,A,M,4,Criminal Solicitation -4th Degree,All Other Offenses (Except Traffic),43,90Z
PL,100.05,02,A,M,4,Criminal Solicitation -4th Degree,All Other Offenses (Except Traffic),43,90Z
PL,100.08,,E,F,3,Criminal Solicitation -3rd Degree,All Other Offenses (Except Traffic),43,90Z
PL,100.10,,D,F,2,Criminal Solicitation -2nd Degree,All Other Offenses (Except Traffic),43,90Z
PL,100.13,,C,F,1,Criminal Solicitation -1st Degree,All Other Offenses (Except Traffic),43,90Z
PL,105.00,,B,M,6,Conspiracy -6th Degree,All Other Offenses (Except Traffic),43,90Z
PL,105.00,00H,A,M,6,Hate Crime/Conspiracy-6th Degree,All Other Offenses (Except Traffic),43,90Z
PL,105.05,,A,M,5,Conspiracy -5th Degree,All Other Offenses (Except Traffic),43,90Z
PL,105.05,00H,E,F,5,Hate Crime/Conspiracy-5th Degree,All Other Offenses (Except Traffic),43,90Z
PL,105.05,00T,E,F,5,PL490.25/Crime Of Terrorism: Conspiracy- 5th Degree,All Other Offenses (Except Traffic),43,90Z
PL,105.05,01,A,M,5,Conspiracy -5th Degree,All Other Offenses (Except Traffic),43,90Z
PL,105.05,01H,E,F,5,Hate Crime/Conspiracy-5th: Conspires To Perform A Felony,All Other Offenses (Except Traffic),43,90Z
PL,105.05,01T,E,F,5,PL490.25/Crime Of Terrorism: Conspiracy 5th Degree- Felony Offense,All Other Offenses (Except Traffic),43,90Z
PL,105.05,02,A,M,5,Conspiracy -5th Degree,All Other Offenses (Except Traffic),43,90Z
PL,105.05,02H,E,F,5,Hate Crime/Conspiracy-5th: Commit Crime With Person Less Than 16,All Other Offenses (Except Traffic),43,90Z
PL,105.05,02T,E,F,5,PL490.25/Crime Of Terrorism:Conspiracy 5- Criminal Offense- Def>18 Yrs,All Other Offenses (Except Traffic),43,90Z
PL,105.10,,E,F,4,Conspiracy -4th Degree,All Other Offenses (Except Traffic),43,90Z
PL,105.10,00H,D,F,4,Hate Crime/Conspiracy-4th Degree,All Other Offenses (Except Traffic),43,90Z
PL,105.10,00T,D,F,4,PL490.25/Crime Of Terrorism: Conspiracy- 4th Degree,All Other Offenses (Except Traffic),43,90Z
PL,105.10,01,E,F,4,Conspiracy 4th: Conspire  To Perform a Class B or C Felony,All Other Offenses (Except Traffic),43,90Z
PL,105.10,01H,D,F,4,Conspiracy-4th: Conspires To Perform B or C Felony / As A Hate Crime,All Other Offenses (Except Traffic),43,90Z
PL,105.10,01T,D,F,4,PL490.25/Crime Of Terrorism:Conspiracy 4-Perform A Class B Or C Felony,All Other Offenses (Except Traffic),43,90Z
PL,105.10,02,E,F,4,Conspiracy 4th- Felony Offense- Defendant Over 18 Years Of Age,All Other Offenses (Except Traffic),43,90Z
PL,105.10,02H,D,F,4,Hate Crime/Conspiracy 4th:Felony Offense- Defendant >18 Years Age,All Other Offenses (Except Traffic),43,90Z
PL,105.10,02T,D,F,4,PL490.25/Crime Of Terrorism: Conspiracy 4- Felony Offense- Def>18 Yrs,All Other Offenses (Except Traffic),43,90Z
PL,105.10,03,E,F,4,Conspiracy 4th: Intent to Perform Money Laundering 3rd Degree,All Other Offenses (Except Traffic),43,90Z
PL,105.10,03T,D,F,4,PL490.25/Crime Of Terrorism:Conspiracy 4- Perform Money Laundering 3rd,All Other Offenses (Except Traffic),43,90Z
PL,105.13,,D,F,3,Conspiracy 3rd: B or C Felony Offense- Defendant Over 18 Years of Age,All Other Offenses (Except Traffic),43,90Z
PL,105.13,00H,C,F,3,Hate Crime/Conspiracy 3rd:B or C Felony-Defendant Over 18 Years,All Other Offenses (Except Traffic),43,90Z
PL,105.13,00T,C,F,3,PL490.25/Crime Of Terrorism:Conspiracy 3- Class B/C Felony- Def>18 Yrs,All Other Offenses (Except Traffic),43,90Z
PL,105.15,,B,F,2,Conspiracy 2nd: Intent to Perform a Class A Felony,All Other Offenses (Except Traffic),43,90Z
PL,105.15,00H,B,F,2,Hate Crime/Conspiracy-2nd Degree,All Other Offenses (Except Traffic),43,90Z
PL,105.15,00T,B,F,2,PL490.25/Crime Of Terrorism: Conspiracy 2nd- Perform A Class A Felony,All Other Offenses (Except Traffic),43,90Z
PL,105.17,,A,F,1,Conspiracy 1st:Class A Felony Offense-Defendant Over 18 Years Age,All Other Offenses (Except Traffic),43,90Z
PL,105.17,00H,A,F,1,Hate Crime/Conspiracy 1st:Class A Felony- Defendant Over 18 Yrs,All Other Offenses (Except Traffic),43,90Z
PL,105.17,00T,A,F,1,PL490.25 Crime Of Terrorism: Conspiracy 1-Class A Felony Def > 18 Yrs,All Other Offenses (Except Traffic),43,90Z
PL,115.00,,A,M,4,Criminal Facilitation-4th Degree,All Other Offenses (Except Traffic),43,90Z
PL,115.00,01,A,M,4,Criminal Facilitation-4th Degree,All Other Offenses (Except Traffic),43,90Z
PL,115.00,02,A,M,4,Criminal Facilitation-4th Degree,All Other Offenses (Except Traffic),43,90Z
PL,115.01,,E,F,3,Criminal Facilitation-3rd Degree,All Other Offenses (Except Traffic),43,90Z
PL,115.05,,C,F,2,Criminal Facilitation-2nd Degree,All Other Offenses (Except Traffic),43,90Z
PL,115.08,,B,F,1,Criminal Facilitation-1st Degree,All Other Offenses (Except Traffic),43,90Z
PL,120.00,,A,M,3,Assault-3rd Degree,Simple Assault,37,13B
PL,120.00,01,A,M,3,Assault 3rd Degree: With Intent To Cause Physical Injury,Simple Assault,37,13B
PL,120.00,02,A,M,3,Assault 3rd Degree: Recklessly Cause Physical Injury,Simple Assault,37,13B
PL,120.00,03,A,M,3,Assault 3rd:With Crim Negligence Cause Injury With Weapon/Instrument,Aggravated Assault,6,13A
PL,120.01,,E,F,0,Reckless Assault Of A Child By A Day Care Provider,Aggravated Assault,6,13A
PL,120.02,,D,F,0,Reckless Assault Of A Child,Aggravated Assault,6,13A
PL,120.02,01,D,F,0,Reckless Assault:Cause Serious Brain Injury Child<5 -Shake/Impact Head,Aggravated Assault,6,13A
PL,120.03,,E,F,2,Vehicular Assault 2nd Degree: Cause Serious Physical Injury,All Other Offenses (Except Traffic),43,90Z
PL,120.03,01,E,F,2,Vehicular Assault 2nd:Oper Motor Vehicle/Vessel Impaired-Cause Injury,All Other Offenses (Except Traffic),43,13A
PL,120.03,02,E,F,2,Vehicular Assault-2nd:Oper Motor Veh W/Haz Mat-Impaired Alcohol-Injury,All Other Offenses (Except Traffic),43,90Z
PL,120.03,03,E,F,2,Veh Assault-2nd:Oper Snowmobile/ATV Impaired Drug/Alcohol-Cause Injury,All Other Offenses (Except Traffic),43,90Z
PL,120.04,,D,F,1,Vehicular Assault-1st Degree,All Other Offenses (Except Traffic),43,90Z
PL,120.04,01,D,F,1,Vehicular Assault 1st Degree .18 Of 1% Or More Alcohol In Blood,All Other Offenses (Except Traffic),43,90Z
PL,120.04,03,D,F,1,Vehicular Aslt 1:Prev Conv VTL 1192 W/in 10 Yrs-NY Or Other State/Jur,All Other Offenses (Except Traffic),43,90Z
PL,120.04,04,D,F,1,Vehicular Assault 1st:Cause Serious Physical Injury To >1 Other Person,All Other Offenses (Except Traffic),43,90Z
PL,120.04,05,D,F,1,Vehic Aslt 1:Prev Conv Art 120/125 Involving Oper Veh-NY/Oth State/Jur,All Other Offenses (Except Traffic),43,90Z
PL,120.04,06,D,F,1,Veh Assault 1st:Cause Serious Physical Injury To Child Passenger,All Other Offenses (Except Traffic),43,90Z
PL,120.04,2A,D,F,1,Vehicular Assault-1st: License In Other State Suspended/Revoked,All Other Offenses (Except Traffic),43,90Z
PL,120.04,2B,D,F,1,Vehicular Assault-1st:License Suspended/Revoked VTL 1192 Or 1194,All Other Offenses (Except Traffic),43,90Z
PL,120.04-A,,C,F,0,Aggravated Vehicular Assault,All Other Offenses (Except Traffic),43,90Z
PL,120.04-A,01,C,F,0,Aggravated Vehicular Assault: .18 Of 1% Or More Alcohol In Blood,All Other Offenses (Except Traffic),43,90Z
PL,120.04-A,02A,C,F,0,Aggravated Vehicular Assault: License In Other State Suspended/revoked,All Other Offenses (Except Traffic),43,90Z
PL,120.04-A,02B,C,F,0,Aggravated Vehicular Assault:License Suspended/Revoked VTL 1192 Or1194,All Other Offenses (Except Traffic),43,90Z
PL,120.04-A,03,C,F,0,Agg Vehicular Aslt:Prev Conv VTL1192 W/in 10 Yrs-NY Or Other State/jur,All Other Offenses (Except Traffic),43,90Z
PL,120.04-A,04,C,F,0,Agg Vehicular Assault: Cause Serious Physical Injury To>1 Other Person,All Other Offenses (Except Traffic),43,90Z
PL,120.04-A,05,C,F,0,Ag Vehic Aslt: Prev Conv Art120/125 Involving Oper MV-NY/Oth State/jur,All Other Offenses (Except Traffic),43,90Z
PL,120.04-A,06,C,F,0,Agg Veh Assault: Cause Serious Physical Injury To Child Passenger,All Other Offenses (Except Traffic),43,90Z
PL,120.05,,D,F,2,Assault -2nd Degree,Aggravated Assault,6,13A
PL,120.05,01,D,F,2,Assault 2nd Degree: With Intent To Cause Serious Physical Injury,Aggravated Assault,6,13A
PL,120.05,02,D,F,2,Assault 2nd Deg:Intent To Cause Physical Injury with Weapon/Instrument,Aggravated Assault,6,13A
PL,120.05,03,D,F,2,Assault 2-W/Intent Cause Inj to Officer/Fireman/EMT/Nurse/Xing Guard,Aggravated Assault,6,13B
PL,120.05,03A,D,F,2,Assault 2- W/Intent Cause Phys Inj To Soc Services Employee,Simple Assault,37,13B
PL,120.05,03B,D,F,2,Assualt 2- W/Intent Cause Phys Injury to Housing Authority Employee,Aggravated Assault,6,13B
PL,120.05,04,D,F,2,Assault 2nd:Recklessly Cause Serious Physical Injury-Weapon/Instrument,Aggravated Assault,6,13A
PL,120.05,05,D,F,2,Assault 2nd Degree: Impair or Injure Person with Drug or Substance,Aggravated Assault,6,13A
PL,120.05,06,D,F,2,Assault 2: Cause Injury to Non-Participant During Commission of Felony,Aggravated Assault,6,13B
PL,120.05,07,D,F,2,Assault 2: Injure Person While Confined In A Correctional Facility,Aggravated Assault,6,13B
PL,120.05,08,D,F,2,Assault 2nd: Person 18 Years or More Seriously Injures Person <11 Yrs,Aggravated Assault,6,13A
PL,120.05,09,D,F,2,Assault 2nd: Person 18 or More Years Causes Injury To Person <7 Years,Aggravated Assault,6,13B
PL,120.05,10,D,F,2,Assault 2nd: Injure Employee Or Student On School Grounds,Simple Assault,37,13B
PL,120.05,10A,D,F,2,Assault 2nd: Injure Employee Of A School Or Public School District,Simple Assault,37,13B
PL,120.05,10B,D,F,2,Assault 2nd: Non-Student Injures Student on School Grounds,Simple Assault,37,13B
PL,120.05,11,D,F,2,Assault 2-  Injure Transit Employee/Nurse/EMT/Crossing Guard On Duty,Aggravated Assault,6,13B
PL,120.05,11A,D,F,2,Assault 2- W/Intent Cause Phys Injury To Social Svcs Employee,Simple Assault,37,13B
PL,120.05,11B,D,F,2,Assault 2- W/Intent Cause Phys Injury to Housing Authority Employee,Aggravated Assault,6,13B
PL,120.05,11C,D,F,2,Assault 2: Injure Direct Patient Care Provider,Simple Assault,37,13B
PL,120.05,12,D,F,2,Assault-2nd: Injure Victim 65 Or Older- Def At Least 10 Yrs Younger,Simple Assault,37,13B
PL,120.05,13,D,F,2,Assault 2: Person Confined in Secure Treatment Facility Injure Employe,Simple Assault,37,13B
PL,120.05,14,D,F,2,Assault in the Second Degree - Injure Process Server,Simple Assault,37,13B
PL,120.05,3C,D,F,2,Assault 2: Assault Direct Patient Care Provider to Prevent Care,Simple Assault,37,13B
PL,120.05,4-A,D,F,2,Assault 2nd: Recklessly Injure Child Under 18 By Discharge Of Firearm,Aggravated Assault,6,13A
PL,120.06,,C,F,2,Gang Assault-2nd Degree: Cause Serious Physical Injury,Aggravated Assault,6,13A
PL,120.07,,B,F,1,Gang Assault-1st Degree: Cause Serious Physical Injury,Aggravated Assault,6,13A
PL,120.08,,C,F,0,Assault On A Police Officer/Fireman/EMT,Aggravated Assault,6,13A
PL,120.09,,C,F,0,Assault On A Judge - Cause Serious Phys Injury/Prevent Official Duties,Aggravated Assault,6,13A
PL,120.10,,B,F,1,Assault 1st Degree,Aggravated Assault,6,13A
PL,120.10,01,B,F,1,Assault-1st:Intent To Cause Serious Injury With Weapon,Aggravated Assault,6,13A
PL,120.10,02,B,F,1,Assault-1st:Intent To Disfigure Dismember Or Disable,Aggravated Assault,6,13A
PL,120.10,03,B,F,1,Assault-1st:Causes Serious Injury Thru Grave Risk Of Death,Aggravated Assault,6,13A
PL,120.10,04,B,F,1,Assault-1st Degree:Cause Serious Physical Injury During Felony,Aggravated Assault,6,13A
PL,120.11,,B,F,0,Aggravated Assault On A Police Officer With A Deadly Weapon,Aggravated Assault,6,13A
PL,120.12,,E,F,0,Aggravated Assault On Person Less Than 11 Years/Actor 18 Years Or More,Aggravated Assault,6,13A
PL,120.13,,E,F,1,Menacing-1st Degree,Simple Assault,37,13C
PL,120.14,,A,M,2,Menacing-2nd Degree,Simple Assault,37,13C
PL,120.14,01,A,M,2,Menacing-2nd:Weapon,Aggravated Assault,6,13A
PL,120.14,02,A,M,2,Menacing-2nd:Stalking,Simple Assault,37,13C
PL,120.14,03,A,M,2,Menacing-2nd:Violation Order Protection,Simple Assault,37,13C
PL,120.15,,B,M,3,Menacing-3rd Degree,Simple Assault,37,13C
PL,120.16,,A,M,1,Hazing-1st Degree,Simple Assault,37,13B
PL,120.17,,,V,2,Hazing-2nd Degree,Simple Assault,37,13B
PL,120.18,,D,F,0,Menacing A Police Officer Or Peace Officer,Simple Assault,37,13C
PL,120.20,,A,M,2,Reckless Endangerment-2nd Degree,Simple Assault,37,13C
PL,120.25,,D,F,1,Reckless Endangerment-1st Degree,Simple Assault,37,13C
PL,120.30,,E,F,0,Promoting Suicide Attempt,All Other Offenses (Except Traffic),43,90Z
PL,120.45,,B,M,4,Stalking 4th Degree,Simple Assault,37,13C
PL,120.45,01,B,M,4,"Stalking 4th: Cause Fear Of Material Harm To Health,Safety,or Property",Simple Assault,37,13C
PL,120.45,02,B,M,4,Stalking 4th: Cause Material Harm To Mental Or Emotional Health,Simple Assault,37,13C
PL,120.45,03,B,M,4,Stalking 4th: Cause Fear Of Threat To Employment Or Business,Simple Assault,37,13C
PL,120.50,,A,M,3,Stalking 3rd Degree,Simple Assault,37,13C
PL,120.50,01,A,M,3,Stalking 3rd: 3 Or More Persons On Separate Occasions- No Prior Conv,Simple Assault,37,13C
PL,120.50,02,A,M,3,Stalking 3rd: Previous Conviction of Specified Predicate Crime,Simple Assault,37,13C
PL,120.50,03,A,M,3,Stalking 3rd:Cause Person To Fear Injury/Sex Offense/Kidnapping/Death,Simple Assault,37,13C
PL,120.50,04,A,M,3,Stalking 3rd: Prior Conviction For Stalking 4th Degree,Simple Assault,37,13C
PL,120.55,,E,F,2,Stalking 2nd Degree,Simple Assault,37,13C
PL,120.55,01,E,F,2,Stalking 2nd: Display Or Possess And Threaten Use Of Weapon,Aggravated Assault,6,13A
PL,120.55,02,E,F,2,Stalking 2nd:Prior Conviction w/in 5 Yrs Of Specified Predicate Crime,Simple Assault,37,13C
PL,120.55,03,E,F,2,Stalking 2nd: Previously Convicted of Stalking 3rd,Simple Assault,37,13C
PL,120.55,04,E,F,2,Stalking 2nd: Actor 21 Years Or More/ Victim Under 14 Years,Simple Assault,37,13C
PL,120.55,05,E,F,2,Stalking 2nd:Commits Stalking 3rd Against 10 Or More Persons,Simple Assault,37,13C
PL,120.60,,D,F,1,Stalking 1st Degree,Simple Assault,37,13C
PL,120.60,01,D,F,1,Stalking 1st:Intentionally/Recklessly Causes Physical Injury To Victim,Simple Assault,37,13C
PL,120.60,02,D,F,1,Stalking 1st: Commits Specified Sex Offense,Rape (2013 Expanded),50,11D
PL,120.70,,C,F,0,Luring A Child Into Vehicle/Building To Commit A Class A Felony,Kidnapping,11,100
PL,120.70,,D,F,0,Luring A Child Into Vehicle/Building To Commit A Class B Felony,Kidnapping,11,100
PL,120.70,,E,F,0,Luring A Child Into Vehicle/Building To Commit Crime-Not A Or B Felony,Kidnapping,11,100
PL,120.70,01,C,F,0,Luring A Child Into Vehicle/Building To Commit A Class A Felony,Kidnapping,11,100
PL,120.70,01,D,F,0,Luring A Child Into Vehicle/Building To Commit A Class B Felony,Kidnapping,11,100
PL,120.70,01,E,F,0,Luring A Child Into Vehicle/Building To Commit Crime-Not A Or B Felony,Kidnapping,11,100
PL,121.11,,A,M,0,Criminal Obstruction Of Breathing Or Blood Circulation,Simple Assault,37,13B
PL,121.11,A,A,M,0,Criminal Obstruction Of Breathing Or Blood Circulation -Apply Pressure,Simple Assault,37,13B
PL,121.11,B,A,M,0,Criminal Obstruction Of Breathing/Blood Circulation-Block Nose/mouth,Simple Assault,37,13B
PL,121.12,,D,F,2,Strangulation 2nd-Obstruct Breath/Blood Circ-Cause Physical Injury,Aggravated Assault,6,13A
PL,121.13,,C,F,1,Strangulation 1st-Obstruct Breath/Blood Circ-Cause Serious Phys Inj,Aggravated Assault,6,13A
PL,125.10,,E,F,0,Criminally Negligent Homicide,Negligent Manslaughter,3,09B
PL,125.11,,C,F,0,Aggravated Criminally Negligent Homicide,Negligent Manslaughter,3,09B
PL,125.12,,D,F,2,Vehicular Manslaughter-2nd Degree,All Other Offenses (Except Traffic),43,90Z
PL,125.12,01,D,F,2,Vehicular Manslaughter-2:Operate Motor Veh/Vessel Impaired-Cause Death,All Other Offenses (Except Traffic),43,90Z
PL,125.12,02,D,F,2,Vehic Manslaughter-2nd:Operate Motor Veh W/Haz Mat-Impaired By Alcohol,All Other Offenses (Except Traffic),43,90Z
PL,125.12,03,D,F,2,Veh Manslaughter 2:Snowmobile/ATV Intox/Impaired-Alcohol And/or Drugs,All Other Offenses (Except Traffic),43,90Z
PL,125.13,,C,F,1,Vehicular Manslaughter-1st Degree,All Other Offenses (Except Traffic),43,90Z
PL,125.13,01,C,F,1,Vehicular Manslaughter 1st Degree- .18 Of 1% Or More Alcohol In Blood,All Other Offenses (Except Traffic),43,90Z
PL,125.13,03,C,F,1,Veh Manslaughter-1:Prev Conv VTL 1192 In 10 Yrs-NYS/Other State/Juris,All Other Offenses (Except Traffic),43,90Z
PL,125.13,04,C,F,1,Vehicular Manslaughter-1st: Cause Death Of More Than 1 Other Person,All Other Offenses (Except Traffic),43,90Z
PL,125.13,05,C,F,1,Vehic Mans-1:Prev Conv Art120/125 Involving Oper Veh-NY/Oth State/Jur,All Other Offenses (Except Traffic),43,90Z
PL,125.13,06,C,F,1,Vehicular Manslaughter 1st:Cause Death Of Child Passenger,All Other Offenses (Except Traffic),43,90Z
PL,125.13,2A,C,F,1,Veh Manslaughter 1st:License In Another State Suspended/Revoked,All Other Offenses (Except Traffic),43,90Z
PL,125.13,2B,C,F,1,Veh Manslaughter 1st:License Suspended/Revoked-VTL 1192 Or 1194,All Other Offenses (Except Traffic),43,90Z
PL,125.14,,B,F,0,Aggravated Vehicular Homicide: Violate VTL 1212 And PL 125.12,All Other Offenses (Except Traffic),43,90Z
PL,125.14,01,B,F,0,Aggravated Vehicular Homicide .18 Of 1% Or More Alcohol In Blood,All Other Offenses (Except Traffic),43,90Z
PL,125.14,02A,B,F,0,Aggravated Vehicular Homicide:License In Other State Suspended/Revoked,All Other Offenses (Except Traffic),43,90Z
PL,125.14,02B,B,F,0,Aggrav Vehicular Homicide: License Suspended/Revoked-VTL 1192 Or 1194,All Other Offenses (Except Traffic),43,90Z
PL,125.14,03,B,F,0,Aggr Vehic Homicide:Prev Conv VTL 1192 In 10 Yrs-NYS/Other State/Juris,All Other Offenses (Except Traffic),43,90Z
PL,125.14,04,B,F,0,Aggravated Vehicular Homicide: Cause Death Of More Than 1 Other Person,All Other Offenses (Except Traffic),43,90Z
PL,125.14,05,B,F,0,Ag Vehic Homicide:Cause Death Of 1 Person-Serious Injury 1/More Others,All Other Offenses (Except Traffic),43,90Z
PL,125.14,06,B,F,0,Ag Veh Homicide:Prev Conv Art 120/125 Involv Oper Veh-NY/Oth State/Jur,All Other Offenses (Except Traffic),43,90Z
PL,125.14,07,B,F,0,Aggravated Vehicular Homicide:Cause Death Of Child Passenger,All Other Offenses (Except Traffic),43,90Z
PL,125.15,,C,F,2,Manslaughter-2nd Degree,Non-Negligent Manslaughter,2,09A
PL,125.15,01,C,F,2,Manslaughter:Recklessly Causes Death,Non-Negligent Manslaughter,2,09A
PL,125.15,03,C,F,2,Manslaughter:Intent To Aid In Suicide,Non-Negligent Manslaughter,2,09A
PL,125.20,,B,F,1,Manslaughter -1st Degree,Non-Negligent Manslaughter,2,09A
PL,125.20,01,B,F,1,Manslaughter 1st: With Intent To Cause Serious Physical Injury,Non-Negligent Manslaughter,2,09A
PL,125.20,02,B,F,1,Manslaughter:Under Emotional Disturbance,Non-Negligent Manslaughter,2,09A
PL,125.20,04,B,F,1,"Manslaughter 1st: Actor 18 Years Or More, Victim Less Than 11 Years",Non-Negligent Manslaughter,2,09A
PL,125.21,,C,F,2,Aggravated Manslaughter 2nd Degree,Non-Negligent Manslaughter,2,09A
PL,125.22,,B,F,1,Aggravated Manslaughter 1st Degree,Non-Negligent Manslaughter,2,09A
PL,125.22,01,B,F,1,Aggravated Manslaughter-1st Deg: Intent Cause Serious Physical Injury,Non-Negligent Manslaughter,2,09A
PL,125.22,02,B,F,1,Aggravated Manslaughter-1st Degree: Extreme Emotional Disturbance,Non-Negligent Manslaughter,2,09A
PL,125.25,,A,F,2,Murder 2nd Degree: With Intent,Murder,1,09A
PL,125.25,01,A,F,2,Murder:Intention,Murder,1,09A
PL,125.25,02,A,F,2,Murder:Depraved Indifference,Murder,1,09A
PL,125.25,03,A,F,2,Murder-2nd Deg: Cause Death Of Non-participant During Specified Felony,Murder,1,09A
PL,125.25,04,A,F,2,Murder-2:With Depraved Indifference-Person 18 Yrs/More Kills Person<11,Murder,1,09A
PL,125.25,05,A,F,2,Murder 2nd:In Commission Of Specified Offense Cause Death Of Person<14,Murder,1,09A
PL,125.26,02,A,F,0,Aggravated Murder-Inflict Torture On Child Less Than 14/Def Over 18,Murder,1,09A
PL,125.26,1AI,A,F,0,Aggravated Murder- Police Officer,Murder,1,09A
PL,125.26,1AII,A,F,0,Aggravated Murder- Peace Officer,Murder,1,09A
PL,125.26,1AIIA,A,F,0,Aggravated Murder - Fire Fighter/EMT/Amb Driver/paramedic/doctor/nurse,Murder,1,09A
PL,125.26,1AIII,A,F,0,Aggravated Murder- Employee Of State Or Local Correctional Facility,Murder,1,09A
PL,125.27,,A,F,1,Murder-1st Degree,Murder,1,09A
PL,125.27,1AI,A,F,1,Murder-1st:Police Officer,Murder,1,09A
PL,125.27,1AII,A,F,1,Murder-1st:Peace Officer,Murder,1,09A
PL,125.27,1AIIA,A,F,1,Murder 1st - Victim Fire Fighter/emt/paramedic/doctor/nurse,Murder,1,09A
PL,125.27,1AIII,A,F,1,Murder-1st:Correction Employee,Murder,1,09A
PL,125.27,1AIV,A,F,1,Murder-1st:While Serving Life Sentence,Murder,1,09A
PL,125.27,1AV,A,F,1,Murder-1st: Victim Was a Witness,Murder,1,09A
PL,125.27,1AVI,A,F,1,Murder-1st:Contract Killing,Murder,1,09A
